Timestamp,Value
2019-07-01 00:00:00,67.682
2019-07-01 00:30:00,68.099
2019-07-01 01:00:00,68.477
2019-07-01 01:30:00,68.779
2019-07-01 02:00:00,68.925
2019-07-01 02:30:00,68.957
2019-07-01 03:00:00,68.995
2019-07-01 03:30:00,68.808
2019-07-01 04:00:00,68.629
2019-07-01 04:30:00,68.328
2019-07-01 05:00:00,67.72
2019-07-01 05:30:00,66.994
2019-07-01 06:00:00,66.223
2019-07-01 06:30:00,65.364
2019-07-01 07:00:00,64.424
2019-07-01 07:30:00,63.277
2019-07-01 08:00:00,62.264
2019-07-01 08:30:00,61.1
2019-07-01 09:00:00,60.661
2019-07-01 09:30:00,59.967
2019-07-01 10:00:00,59.461
2019-07-01 10:30:00,59.553
2019-07-01 11:00:00,60.11
2019-07-01 11:30:00,60.059
2019-07-01 12:00:00,60.647
2019-07-01 12:30:00,61.332
2019-07-01 13:00:00,61.975
2019-07-01 13:30:00,62.71
2019-07-01 14:00:00,63.418
2019-07-01 14:30:00,63.932
2019-07-01 15:00:00,64.22
2019-07-01 15:30:00,64.237
2019-07-01 16:00:00,64.502
2019-07-01 16:30:00,64.145
2019-07-01 17:00:00,63.971
2019-07-01 17:30:00,63.638
2019-07-01 18:00:00,62.932
2019-07-01 18:30:00,62.456
2019-07-01 19:00:00,62.263
2019-07-01 19:30:00,61.86
2019-07-01 20:00:00,61.923
2019-07-01 20:30:00,61.79
2019-07-01 21:00:00,61.808
2019-07-01 21:30:00,62.628
2019-07-01 22:00:00,63.143
2019-07-01 22:30:00,63.881
2019-07-01 23:00:00,64.829
2019-07-01 23:30:00,65.727
2019-07-02 00:00:00,66.636
2019-07-02 00:30:00,67.259
2019-07-02 01:00:00,67.79
2019-07-02 01:30:00,68.228
2019-07-02 02:00:00,68.46
2019-07-02 02:30:00,68.56
2019-07-02 03:00:00,68.547
2019-07-02 03:30:00,68.369
2019-07-02 04:00:00,68.125
2019-07-02 04:30:00,67.557
2019-07-02 05:00:00,66.988
2019-07-02 05:30:00,66.236
2019-07-02 06:00:00,65.276
2019-07-02 06:30:00,64.177
