Timestamp,Value
2019-07-01 00:00:00,67.492
2019-07-01 00:30:00,67.933
2019-07-01 01:00:00,68.345
2019-07-01 01:30:00,68.655
2019-07-01 02:00:00,68.838
2019-07-01 02:30:00,68.859
2019-07-01 03:00:00,68.905
2019-07-01 03:30:00,68.703
2019-07-01 04:00:00,68.514
2019-07-01 04:30:00,68.151
2019-07-01 05:00:00,67.516
2019-07-01 05:30:00,66.764
2019-07-01 06:00:00,65.909
2019-07-01 06:30:00,64.877
2019-07-01 07:00:00,63.875
2019-07-01 07:30:00,62.596
2019-07-01 08:00:00,61.459
2019-07-01 08:30:00,60.24
2019-07-01 09:00:00,59.751
2019-07-01 09:30:00,58.959
2019-07-01 10:00:00,58.287
2019-07-01 10:30:00,58.445
2019-07-01 11:00:00,59.113
2019-07-01 11:30:00,59.251
2019-07-01 12:00:00,59.74
2019-07-01 12:30:00,60.463
2019-07-01 13:00:00,61.225
2019-07-01 13:30:00,62.016
2019-07-01 14:00:00,62.767
2019-07-01 14:30:00,63.325
2019-07-01 15:00:00,63.725
2019-07-01 15:30:00,63.675
2019-07-01 16:00:00,63.978
2019-07-01 16:30:00,63.561
2019-07-01 17:00:00,63.39
2019-07-01 17:30:00,63.098
2019-07-01 18:00:00,62.332
2019-07-01 18:30:00,61.729
2019-07-01 19:00:00,61.481
2019-07-01 19:30:00,61.112
2019-07-01 20:00:00,60.997
2019-07-01 20:30:00,60.927
2019-07-01 21:00:00,61.017
2019-07-01 21:30:00,61.841
2019-07-01 22:00:00,62.516
2019-07-01 22:30:00,63.281
2019-07-01 23:00:00,64.363
2019-07-01 23:30:00,65.354
2019-07-02 00:00:00,66.287
2019-07-02 00:30:00,67.034
2019-07-02 01:00:00,67.603
2019-07-02 01:30:00,68.058
2019-07-02 02:00:00,68.338
2019-07-02 02:30:00,68.453
2019-07-02 03:00:00,68.436
2019-07-02 03:30:00,68.22
2019-07-02 04:00:00,67.962
2019-07-02 04:30:00,67.37
2019-07-02 05:00:00,66.712
2019-07-02 05:30:00,65.882
2019-07-02 06:00:00,64.835
2019-07-02 06:30:00,63.528
2019-07-02 07:00:00,62.389
2019-07-02 07:30:00,61.22
2019-07-02 08:00:00,59.738
2019-07-02 08:30:00,58.973
2019-07-02 09:00:00,58.0
2019-07-02 09:30:00,50.557
2019-07-02 10:00:00,57.297
2019-07-02 10:30:00,57.393
2019-07-02 11:00:00,57.321
2019-07-02 11:30:00,57.929
2019-07-02 12:00:00,58.617
2019-07-02 12:30:00,59.53
2019-07-02 13:00:00,60.66
2019-07-02 13:30:00,61.159
2019-07-02 14:00:00,61.652
2019-07-02 14:30:00,62.035
2019-07-02 15:00:00,62.248
2019-07-02 15:30:00,62.418
2019-07-02 16:00:00,56.402
2019-07-02 16:30:00,56.314
2019-07-02 17:00:00,55.635
2019-07-02 17:30:00,54.8
2019-07-02 18:00:00,54.446
2019-07-02 18:30:00,53.641
2019-07-02 19:00:00,54.193
2019-07-02 19:30:00,53.144
2019-07-02 20:00:00,53.242
2019-07-02 20:30:00,53.766
2019-07-02 21:00:00,53.78
2019-07-02 21:30:00,61.254
2019-07-02 22:00:00,62.322
2019-07-02 22:30:00,63.291
2019-07-02 23:00:00,64.234
2019-07-02 23:30:00,65.563
2019-07-03 00:00:00,66.381
2019-07-03 00:30:00,67.18
2019-07-03 01:00:00,67.805
2019-07-03 01:30:00,68.146
2019-07-03 02:00:00,68.453
2019-07-03 02:30:00,68.556
2019-07-03 03:00:00,68.481
2019-07-03 03:30:00,68.25
2019-07-03 04:00:00,67.899
2019-07-03 04:30:00,67.404
2019-07-03 05:00:00,66.694
2019-07-03 05:30:00,65.881
2019-07-03 06:00:00,64.806
2019-07-03 06:30:00,63.874
2019-07-03 07:00:00,62.488
2019-07-03 07:30:00,61.33
2019-07-03 08:00:00,60.458
2019-07-03 08:30:00,59.623
2019-07-03 09:00:00,58.58
2019-07-03 09:30:00,58.51
2019-07-03 10:00:00,58.103
2019-07-03 10:30:00,58.487
2019-07-03 11:00:00,57.76
2019-07-03 11:30:00,58.769
2019-07-03 12:00:00,59.279
2019-07-03 12:30:00,53.515
2019-07-03 13:00:00,53.928
2019-07-03 13:30:00,54.057
2019-07-03 14:00:00,54.815
2019-07-03 14:30:00,55.602
2019-07-03 15:00:00,55.863
2019-07-03 15:30:00,55.672
2019-07-03 16:00:00,55.834
2019-07-03 16:30:00,55.378
2019-07-03 17:00:00,55.829
2019-07-03 17:30:00,61.623
